timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-03-23T21:23:35,codecarbon,a9d30111-bd8a-4061-89d5-4463cbc6e6b3,0.04456472396850586,2.3553550372214827e-08,0.0005285245430637078,14.0,0.0,1.460466384887695,1.733072598775228e-07,0,1.807924480772272e-08,1.9138650468524552e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:24:25,codecarbon,74f9d446-f391-4754-a5cf-a76626c9bfd6,0.03294205665588379,1.7410685441629752e-08,0.0005285245430637078,14.0,0.0,1.460466384887695,1.2810799810621475e-07,0,1.3364101776384512e-08,1.4147209988259925e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:25:15,codecarbon,48b0d14d-edd4-4295-9ce0-1f529e3b9a14,0.041351318359375,2.1855186640970586e-08,0.0005285245430637078,14.0,0.0,1.460466384887695,1.6081068250868056e-07,0,1.677561400962683e-08,1.7758629651830738e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:26:11,codecarbon,4f20573a-601f-4d43-b213-5ba2be9445e2,0.061619997024536126,3.256768077098e-08,0.0005285245430637079,14.0,0.0,1.460466384887695,2.3963332176208503e-07,0,2.4998315080893007e-08,2.64631636842978e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:27:01,codecarbon,99280fa4-c947-4e5d-a511-35ff7f0addca,0.13150405883789062,6.950312260831907e-08,0.0005285245430637077,14.0,0.0,1.460466384887695,5.114046732584635e-07,0,5.334923816917581e-08,5.647539114276394e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:28:09,codecarbon,2b68b0a0-0dd0-4dc9-b5f9-1391cddc2e6e,0.05793452262878417,3.0619817099992197e-08,0.0005285245430637079,14.0,0.0,1.460466384887695,2.2530092133416082e-07,0,2.3503173006626343e-08,2.4880409434078696e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:28:58,codecarbon,55c8dd12-6105-441d-bdf2-391045fb1db5,0.032765865325927734,1.678428938078874e-08,0.0005122492329695099,14.0,0.0,1.460466384887695,1.2349896960788302e-07,0,1.2883292405755735e-08,1.3638226201363875e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:29:44,codecarbon,420ea9e1-2742-4870-9735-789522291b44,0.05244946479797363,2.7671584687459528e-08,0.0005275856444683613,14.0,0.0,1.460466384887695,2.039701408810085e-07,0,2.087782423435177e-08,2.248479651153604e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:30:35,codecarbon,c40afc38-f33e-4fe8-9670-5505be8985c1,0.07915425300598145,4.183496540153546e-08,0.0005285245430637078,14.0,0.0,1.460466384887695,3.0782209502326105e-07,0,3.2111701593369917e-08,3.399337966166311e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:31:33,codecarbon,c03a9aa5-c0ef-4362-b864-e5b9d16af7a7,0.031291961669921875,1.653856974316252e-08,0.0005285245430637079,14.0,0.0,1.460466384887695,1.2169096204969619e-07,0,1.2694682815587536e-08,1.3438564486528373e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:32:24,codecarbon,4cfe4208-b16a-4bef-9447-cfd343a12366,0.03636384010314941,1.9219181974558777e-08,0.0005285245430637078,14.0,0.0,1.460466384887695,1.4141493373446994e-07,0,1.4752268360022452e-08,1.5616720209449242e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:33:07,codecarbon,347b1627-64b5-4a69-ad0b-c2a6c96665a6,0.03202366828918457,1.6875347615162213e-08,0.0005269648518330914,14.0,0.0,1.460466384887695,1.2453648779127337e-07,0,1.2585676144756993e-08,1.3712216393603034e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:33:43,codecarbon,57a6d79c-da49-42a4-b906-d753ce52d5e1,0.043676137924194336,2.3034011418520485e-08,0.0005273820560439439,14.0,0.0,1.460466384887695,1.6985164748297794e-07,0,1.7313296425906327e-08,1.871649439088843e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.894577026367188,machine,N
2023-03-23T21:34:23,codecarbon,e4ee8135-d8a4-456f-90cb-30cd4c65bc38,0.03920459747314453,2.0720591965490306e-08,0.0005285245430637078,14.0,0.0,1.4604663848876953,1.5246232350667318e-07,0,1.590472131738352e-08,1.683670448240567e-07,Brazil,BRA,rio grande do norte,,,Windows-10-10.0.22621-SP0,3.8.5,8,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,,,-35.205,-5.9252,3.8945770263671875,machine,N
